-0.990000 0.141067 -7.000000 0.999977 0.499989 0.500011
-0.990000 0.141067 -6.980000 0.999898 0.499949 0.500050
-0.990000 0.141067 -6.960000 0.999761 0.499881 0.500115
-0.990000 0.141067 -6.940000 0.999567 0.499785 0.500205
-0.990000 0.141067 -6.920000 0.999317 0.499661 0.500320
-0.990000 0.141067 -6.900000 0.999009 0.499510 0.500457
-0.990000 0.141067 -6.880000 0.998645 0.499330 0.500616
-0.990000 0.141067 -6.860000 0.998223 0.499123 0.500796
-0.990000 0.141067 -6.840000 0.997745 0.498889 0.500996
-0.990000 0.141067 -6.820000 0.997209 0.498627 0.501215
-0.990000 0.141067 -6.800000 0.996616 0.498338 0.501451
-0.990000 0.141067 -6.780000 0.995967 0.498021 0.501704
-0.990000 0.141067 -6.760000 0.995260 0.497677 0.501972
-0.990000 0.141067 -6.740000 0.994497 0.497306 0.502254
-0.990000 0.141067 -6.720000 0.993676 0.496908 0.502550
-0.990000 0.141067 -6.700000 0.992799 0.496483 0.502858
-0.990000 0.141067 -6.680000 0.991864 0.496030 0.503177
-0.990000 0.141067 -6.660000 0.990873 0.495551 0.503507
-0.990000 0.141067 -6.640000 0.989824 0.495044 0.503845
-0.990000 0.141067 -6.620000 0.988719 0.494511 0.504192
-0.990000 0.141067 -6.600000 0.987556 0.493950 0.504545
-0.990000 0.141067 -6.580000 0.986337 0.493362 0.504904
-0.990000 0.141067 -6.560000 0.985060 0.492747 0.505268
-0.990000 0.141067 -6.540000 0.983727 0.492104 0.505636
-0.990000 0.141067 -6.520000 0.982336 0.491434 0.506006
-0.990000 0.141067 -6.500000 0.980889 0.490737 0.506378
-0.990000 0.141067 -6.480000 0.979384 0.490013 0.506751
-0.990000 0.141067 -6.460000 0.977823 0.489261 0.507122
-0.990000 0.141067 -6.440000 0.976204 0.488481 0.507492
-0.990000 0.141067 -6.420000 0.974529 0.487674 0.507859
-0.990000 0.141067 -6.400000 0.972796 0.486838 0.508222
-0.990000 0.141067 -6.380000 0.971007 0.485975 0.508580
-0.990000 0.141067 -6.360000 0.969160 0.485084 0.508932
-0.990000 0.141067 -6.340000 0.967257 0.484164 0.509276
-0.990000 0.141067 -6.320000 0.965296 0.483216 0.509612
-0.990000 0.141067 -6.300000 0.963279 0.482239 0.509938
-0.990000 0.141067 -6.280000 0.961204 0.481234 0.510253
-0.990000 0.141067 -6.260000 0.959073 0.480199 0.510556
-0.990000 0.141067 -6.240000 0.956884 0.479136 0.510845
-0.990000 0.141067 -6.220000 0.954639 0.478043 0.511120
-0.990000 0.141067 -6.200000 0.952336 0.476920 0.511379
-0.990000 0.141067 -6.180000 0.949977 0.475767 0.511621
-0.990000 0.141067 -6.160000 0.947560 0.474584 0.511845
-0.990000 0.141067 -6.140000 0.945087 0.473371 0.512048
-0.990000 0.141067 -6.120000 0.942557 0.472127 0.512231
-0.990000 0.141067 -6.100000 0.939969 0.470852 0.512391
-0.990000 0.141067 -6.080000 0.937325 0.469546 0.512528
-0.990000 0.141067 -6.060000 0.934623 0.468208 0.512639
-0.990000 0.141067 -6.040000 0.931865 0.466838 0.512724
-0.990000 0.141067 -6.020000 0.929049 0.465435 0.512781
-0.990000 0.141067 -6.000000 0.926200 0.464013 0.512821
-0.990000 0.141067 -5.980000 0.923350 0.462591 0.512860
-0.990000 0.141067 -5.960000 0.920500 0.461169 0.512900
-0.990000 0.141067 -5.940000 0.917650 0.459747 0.512940
-0.990000 0.141067 -5.920000 0.914800 0.458325 0.512980
-0.990000 0.141067 -5.900000 0.911951 0.456903 0.513021
-0.990000 0.141067 -5.880000 0.909101 0.455481 0.513062
-0.990000 0.141067 -5.860000 0.906251 0.454059 0.513103
-0.990000 0.141067 -5.840000 0.903401 0.452637 0.513144
-0.990000 0.141067 -5.820000 0.900551 0.451215 0.513186
-0.990000 0.141067 -5.800000 0.897701 0.449793 0.513228
-0.990000 0.141067 -5.780000 0.894852 0.448371 0.513270
-0.990000 0.141067 -5.760000 0.892002 0.446949 0.513312
-0.990000 0.141067 -5.740000 0.889152 0.445527 0.513355
-0.990000 0.141067 -5.720000 0.886302 0.444106 0.513398
-0.990000 0.141067 -5.700000 0.883452 0.442684 0.513441
-0.990000 0.141067 -5.680000 0.880602 0.441262 0.513484
-0.990000 0.141067 -5.660000 0.877752 0.439840 0.513528
-0.990000 0.141067 -5.640000 0.874903 0.438418 0.513572
-0.990000 0.141067 -5.620000 0.872053 0.436997 0.513617
-0.990000 0.141067 -5.600000 0.869203 0.435575 0.513661
-0.990000 0.141067 -5.580000 0.866353 0.434153 0.513706
-0.990000 0.141067 -5.560000 0.863503 0.432731 0.513751
-0.990000 0.141067 -5.540000 0.860653 0.431310 0.513797
-0.990000 0.141067 -5.520000 0.857804 0.429888 0.513843
-0.990000 0.141067 -5.500000 0.854954 0.428466 0.513889
-0.990000 0.141067 -5.480000 0.852104 0.427045 0.513935
-0.990000 0.141067 -5.460000 0.849254 0.425623 0.513982
-0.990000 0.141067 -5.440000 0.846404 0.424202 0.514029
-0.990000 0.141067 -5.420000 0.843554 0.422780 0.514077
-0.990000 0.141067 -5.400000 0.840704 0.421359 0.514124
-0.990000 0.141067 -5.380000 0.837855 0.419937 0.514172
-0.990000 0.141067 -5.360000 0.835005 0.418516 0.514221
-0.990000 0.141067 -5.340000 0.832155 0.417094 0.514269
-0.990000 0.141067 -5.320000 0.829305 0.415673 0.514318
-0.990000 0.141067 -5.300000 0.826455 0.414251 0.514368
-0.990000 0.141067 -5.280000 0.823605 0.412830 0.514418
-0.990000 0.141067 -5.260000 0.820756 0.411409 0.514468
-0.990000 0.141067 -5.240000 0.817906 0.409987 0.514518
-0.990000 0.141067 -5.220000 0.815056 0.408566 0.514569
-0.990000 0.141067 -5.200000 0.812206 0.407145 0.514620
-0.990000 0.141067 -5.180000 0.809356 0.405723 0.514671
-0.990000 0.141067 -5.160000 0.806506 0.404302 0.514723
-0.990000 0.141067 -5.140000 0.803656 0.402881 0.514775
-0.990000 0.141067 -5.120000 0.800807 0.401460 0.514828
-0.990000 0.141067 -5.100000 0.797957 0.400039 0.514881
-0.990000 0.141067 -5.080000 0.795107 0.398617 0.514934
-0.990000 0.141067 -5.060000 0.792257 0.397196 0.514988
-0.990000 0.141067 -5.040000 0.789407 0.395775 0.515042
-0.990000 0.141067 -5.020000 0.786557 0.394354 0.515097
-0.990000 0.141067 -5.000000 0.783708 0.392933 0.515152
-0.990000 0.141067 -4.980000 0.780858 0.391512 0.515207
-0.990000 0.141067 -4.960000 0.778008 0.390091 0.515263
-0.990000 0.141067 -4.940000 0.775158 0.388670 0.515319
-0.990000 0.141067 -4.920000 0.772308 0.387250 0.515375
-0.990000 0.141067 -4.900000 0.769458 0.385829 0.515432
-0.990000 0.141067 -4.880000 0.766608 0.384408 0.515489
-0.990000 0.141067 -4.860000 0.763759 0.382987 0.515547
-0.990000 0.141067 -4.840000 0.760909 0.381566 0.515605
-0.990000 0.141067 -4.820000 0.758059 0.380145 0.515664
-0.990000 0.141067 -4.800000 0.755209 0.378725 0.515723
-0.990000 0.141067 -4.780000 0.752359 0.377304 0.515783
-0.990000 0.141067 -4.760000 0.749509 0.375883 0.515843
-0.990000 0.141067 -4.740000 0.746660 0.374463 0.515903
-0.990000 0.141067 -4.720000 0.743810 0.373042 0.515964
-0.990000 0.141067 -4.700000 0.740960 0.371622 0.516026
-0.990000 0.141067 -4.680000 0.738110 0.370201 0.516088
-0.990000 0.141067 -4.660000 0.735260 0.368781 0.516150
-0.990000 0.141067 -4.640000 0.732410 0.367360 0.516213
-0.990000 0.141067 -4.620000 0.729560 0.365940 0.516276
