-0.990000 0.141067 -0.560000
-0.990000 0.141067 -0.540000
-0.990000 0.141067 -0.520000
-0.990000 0.141067 -0.500000
-0.990000 0.141067 -0.480000
-0.990000 0.141067 -0.460000
-0.990000 0.141067 -0.440000
-0.990000 0.141067 -0.420000
-0.990000 0.141067 -0.400000
-0.990000 0.141067 -0.380000
-0.990000 0.141067 -0.360000
-0.990000 0.141067 -0.340000
-0.990000 0.141067 -0.320000
-0.990000 0.141067 -0.300000
-0.990000 0.141067 -0.280000
-0.990000 0.141067 -0.260000
-0.990000 0.141067 -0.240000
-0.990000 0.141067 -0.220000
-0.990000 0.141067 -0.200000
-0.990000 0.141067 -0.180000
-0.990000 0.141067 -0.160000
-0.990000 0.141067 -0.140000
-0.990000 0.141067 -0.120000
-0.990000 0.141067 -0.100000
-0.990000 0.141067 -0.080000
-0.990000 0.141067 -0.060000
-0.990000 0.141067 -0.040000
-0.990000 0.141067 -0.020000
-0.990000 0.141067 0.000000
-0.990000 0.141067 0.020000
-0.990000 0.141067 0.040000
-0.990000 0.141067 0.060000
-0.990000 0.141067 0.080000
-0.990000 0.141067 0.100000
-0.990000 0.141067 0.120000
-0.990000 0.141067 0.140000
-0.990000 0.141067 0.160000
-0.990000 0.141067 0.180000
-0.990000 0.141067 0.200000
-0.990000 0.141067 0.220000
-0.990000 0.141067 0.240000
-0.990000 0.141067 0.260000
-0.990000 0.141067 0.280000
-0.990000 0.141067 0.300000
-0.990000 0.141067 0.320000
-0.990000 0.141067 0.340000
-0.990000 0.141067 0.360000
-0.990000 0.141067 0.380000
-0.990000 0.141067 0.400000
-0.990000 0.141067 0.420000
-0.990000 0.141067 0.440000
-0.990000 0.141067 0.460000
-0.990000 0.141067 0.480000
-0.990000 0.141067 0.500000
-0.990000 0.141067 0.520000
-0.990000 0.141067 0.540000
-0.990000 0.141067 0.560000
-0.969796 0.243918 -0.600000
-0.969796 0.243918 -0.580000
-0.969796 0.243918 -0.560000
-0.969796 0.243918 -0.540000
-0.969796 0.243918 -0.520000
-0.969796 0.243918 -0.500000
-0.969796 0.243918 -0.480000
-0.969796 0.243918 -0.460000
-0.969796 0.243918 -0.440000
-0.969796 0.243918 -0.420000
-0.969796 0.243918 -0.400000
-0.969796 0.243918 -0.380000
-0.969796 0.243918 -0.360000
-0.969796 0.243918 -0.340000
-0.969796 0.243918 -0.320000
-0.969796 0.243918 -0.300000
-0.969796 0.243918 -0.280000
-0.969796 0.243918 -0.260000
-0.969796 0.243918 -0.240000
-0.969796 0.243918 -0.220000
-0.969796 0.243918 -0.200000
-0.969796 0.243918 -0.180000
-0.969796 0.243918 -0.160000
-0.969796 0.243918 -0.140000
-0.969796 0.243918 -0.120000
-0.969796 0.243918 -0.100000
-0.969796 0.243918 -0.080000
-0.969796 0.243918 -0.060000
-0.969796 0.243918 -0.040000
-0.969796 0.243918 -0.020000
-0.969796 0.243918 0.000000
-0.969796 0.243918 0.020000
-0.969796 0.243918 0.040000
-0.969796 0.243918 0.060000
-0.969796 0.243918 0.080000
-0.969796 0.243918 0.100000
-0.969796 0.243918 0.120000
-0.969796 0.243918 0.140000
-0.969796 0.243918 0.160000
-0.969796 0.243918 0.180000
-0.969796 0.243918 0.200000
-0.969796 0.243918 0.220000
-0.969796 0.243918 0.240000
-0.969796 0.243918 0.260000
-0.969796 0.243918 0.280000
-0.969796 0.243918 0.300000
-0.969796 0.243918 0.320000
-0.969796 0.243918 0.340000
-0.969796 0.243918 0.360000
-0.969796 0.243918 0.380000
-0.969796 0.243918 0.400000
-0.969796 0.243918 0.420000
-0.969796 0.243918 0.440000
-0.969796 0.243918 0.460000
-0.969796 0.243918 0.480000
-0.969796 0.243918 0.500000
-0.969796 0.243918 0.520000
-0.969796 0.243918 0.540000
-0.969796 0.243918 0.560000
-0.969796 0.243918 0.580000
-0.969796 0.243918 0.600000
-0.949592 0.313489 -0.620000
-0.949592 0.313489 -0.600000
-0.949592 0.313489 -0.580000
-0.949592 0.313489 -0.560000
-0.949592 0.313489 -0.540000
-0.949592 0.313489 -0.520000
-0.949592 0.313489 -0.500000
-0.949592 0.313489 -0.480000
-0.949592 0.313489 -0.460000
-0.949592 0.313489 -0.440000
-0.949592 0.313489 -0.420000
-0.949592 0.313489 -0.400000
-0.949592 0.313489 -0.380000
-0.949592 0.313489 -0.360000
-0.949592 0.313489 -0.340000
-0.949592 0.313489 -0.320000
-0.949592 0.313489 -0.300000
-0.949592 0.313489 -0.280000
-0.949592 0.313489 -0.260000
-0.949592 0.313489 -0.240000
-0.949592 0.313489 -0.220000
-0.949592 0.313489 -0.200000
-0.949592 0.313489 -0.180000
-0.949592 0.313489 -0.160000
-0.949592 0.313489 -0.140000
-0.949592 0.313489 -0.120000
-0.949592 0.313489 -0.100000
-0.949592 0.313489 -0.080000
-0.949592 0.313489 -0.060000
-0.949592 0.313489 -0.040000
-0.949592 0.313489 -0.020000
-0.949592 0.313489 0.000000
-0.949592 0.313489 0.020000
-0.949592 0.313489 0.040000
-0.949592 0.313489 0.060000
-0.949592 0.313489 0.080000
-0.949592 0.313489 0.100000
-0.949592 0.313489 0.120000
-0.949592 0.313489 0.140000
-0.949592 0.313489 0.160000
-0.949592 0.313489 0.180000
-0.949592 0.313489 0.200000
-0.949592 0.313489 0.220000
-0.949592 0.313489 0.240000
-0.949592 0.313489 0.260000
-0.949592 0.313489 0.280000
-0.949592 0.313489 0.300000
-0.949592 0.313489 0.320000
-0.949592 0.313489 0.340000
-0.949592 0.313489 0.360000
-0.949592 0.313489 0.380000
-0.949592 0.313489 0.400000
-0.949592 0.313489 0.420000
-0.949592 0.313489 0.440000
-0.949592 0.313489 0.460000
-0.949592 0.313489 0.480000
-0.949592 0.313489 0.500000
-0.949592 0.313489 0.520000
-0.949592 0.313489 0.540000
-0.949592 0.313489 0.560000
-0.949592 0.313489 0.580000
-0.949592 0.313489 0.600000
-0.949592 0.313489 0.620000
-0.929388 0.369105 -0.640000
-0.929388 0.369105 -0.620000
-0.929388 0.369105 -0.600000
-0.929388 0.369105 -0.580000
-0.929388 0.369105 -0.560000
-0.929388 0.369105 -0.540000
-0.929388 0.369105 -0.520000
-0.929388 0.369105 -0.500000
-0.929388 0.369105 -0.480000
-0.929388 0.369105 -0.460000
-0.929388 0.369105 -0.440000
-0.929388 0.369105 -0.420000
-0.929388 0.369105 -0.400000
-0.929388 0.369105 -0.380000
-0.929388 0.369105 -0.360000
-0.929388 0.369105 -0.340000
-0.929388 0.369105 -0.320000
-0.929388 0.369105 -0.300000
-0.929388 0.369105 -0.280000
-0.929388 0.369105 -0.260000
-0.929388 0.369105 -0.240000
-0.929388 0.369105 -0.220000
-0.929388 0.369105 -0.200000
-0.929388 0.369105 -0.180000
-0.929388 0.369105 -0.160000
-0.929388 0.369105 -0.140000
-0.929388 0.369105 -0.120000
-0.929388 0.369105 -0.100000
-0.929388 0.369105 -0.080000
-0.929388 0.369105 -0.060000
-0.929388 0.369105 -0.040000
-0.929388 0.369105 -0.020000
-0.929388 0.369105 0.000000
-0.929388 0.369105 0.020000
-0.929388 0.369105 0.040000
-0.929388 0.369105 0.060000
-0.929388 0.369105 0.080000
-0.929388 0.369105 0.100000
-0.929388 0.369105 0.120000
-0.929388 0.369105 0.140000
-0.929388 0.369105 0.160000
-0.929388 0.369105 0.180000
-0.929388 0.369105 0.200000
-0.929388 0.369105 0.220000
-0.929388 0.369105 0.240000
-0.929388 0.369105 0.260000
-0.929388 0.369105 0.280000
-0.929388 0.369105 0.300000
-0.929388 0.369105 0.320000
-0.929388 0.369105 0.340000
-0.929388 0.369105 0.360000
-0.929388 0.369105 0.380000
-0.929388 0.369105 0.400000
-0.929388 0.369105 0.420000
-0.929388 0.369105 0.440000
-0.929388 0.369105 0.460000
-0.929388 0.369105 0.480000
-0.929388 0.369105 0.500000
-0.929388 0.369105 0.520000
-0.929388 0.369105 0.540000
-0.929388 0.369105 0.560000
-0.929388 0.369105 0.580000
-0.929388 0.369105 0.600000
-0.929388 0.369105 0.620000
-0.929388 0.369105 0.640000
-0.909184 0.416395 -0.660000
-0.909184 0.416395 -0.640000
-0.909184 0.416395 -0.620000
-0.909184 0.416395 -0.600000
-0.909184 0.416395 -0.580000
-0.909184 0.416395 -0.560000
-0.909184 0.416395 -0.540000
-0.909184 0.416395 -0.520000
-0.909184 0.416395 -0.500000
-0.909184 0.416395 -0.480000
-0.909184 0.416395 -0.460000
-0.909184 0.416395 -0.440000
-0.909184 0.416395 -0.420000
-0.909184 0.416395 -0.400000
-0.909184 0.416395 -0.380000
-0.909184 0.416395 -0.360000
-0.909184 0.416395 -0.340000
-0.909184 0.416395 -0.320000
-0.909184 0.416395 -0.300000
-0.909184 0.416395 -0.280000
-0.909184 0.416395 -0.260000
-0.909184 0.416395 -0.240000
-0.909184 0.416395 -0.220000
-0.909184 0.416395 -0.200000
-0.909184 0.416395 -0.180000
-0.909184 0.416395 -0.160000
-0.909184 0.416395 -0.140000
-0.909184 0.416395 -0.120000
-0.909184 0.416395 -0.100000
-0.909184 0.416395 -0.080000
-0.909184 0.416395 -0.060000
-0.909184 0.416395 -0.040000
-0.909184 0.416395 -0.020000
-0.909184 0.416395 0.000000
-0.909184 0.416395 0.020000
-0.909184 0.416395 0.040000
-0.909184 0.416395 0.060000
-0.909184 0.416395 0.080000
-0.909184 0.416395 0.100000
-0.909184 0.416395 0.120000
-0.909184 0.416395 0.140000
-0.909184 0.416395 0.160000
-0.909184 0.416395 0.180000
-0.909184 0.416395 0.200000
-0.909184 0.416395 0.220000
-0.909184 0.416395 0.240000
-0.909184 0.416395 0.260000
-0.909184 0.416395 0.280000
-0.909184 0.416395 0.300000
-0.909184 0.416395 0.320000
-0.909184 0.416395 0.340000
-0.909184 0.416395 0.360000
-0.909184 0.416395 0.380000
-0.909184 0.416395 0.400000
-0.909184 0.416395 0.420000
-0.909184 0.416395 0.440000
-0.909184 0.416395 0.460000
-0.909184 0.416395 0.480000
-0.909184 0.416395 0.500000
-0.909184 0.416395 0.520000
-0.909184 0.416395 0.540000
-0.909184 0.416395 0.560000
-0.909184 0.416395 0.580000
-0.909184 0.416395 0.600000
-0.909184 0.416395 0.620000
-0.909184 0.416395 0.640000
-0.909184 0.416395 0.660000
-0.888980 0.457947 -0.660000
-0.888980 0.457947 -0.640000
